"folder"	"mzML"	"polarity"	"time"	"type"	"class"	"mode"
"2020/2020_01"	"QC_HighIS_Mix13_3_NEG.mzML"	"NEG"	"2020-01-28 15:27:26"	"Mix13"	"QC_Mix13_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix01_2_NEG.mzML"	"NEG"	"2020-01-28 15:36:11"	"Mix01"	"QC_Mix01_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix18_3_NEG.mzML"	"NEG"	"2020-01-28 15:44:56"	"Mix18"	"QC_Mix18_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix03_1_NEG.mzML"	"NEG"	"2020-01-28 15:56:43"	"Mix03"	"QC_Mix03_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix14_1_NEG.mzML"	"NEG"	"2020-01-28 16:05:29"	"Mix14"	"QC_Mix14_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix08_3_NEG.mzML"	"NEG"	"2020-01-28 16:14:14"	"Mix08"	"QC_Mix08_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix13_3_NEG.mzML"	"NEG"	"2020-01-28 16:23:00"	"Mix13"	"QC_Mix13_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix14_3_NEG.mzML"	"NEG"	"2020-01-28 16:31:46"	"Mix14"	"QC_Mix14_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix08_3_NEG.mzML"	"NEG"	"2020-01-28 16:43:33"	"Mix08"	"QC_Mix08_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix10_3_NEG.mzML"	"NEG"	"2020-01-28 16:52:18"	"Mix10"	"QC_Mix10_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix07_1_NEG.mzML"	"NEG"	"2020-01-28 17:01:03"	"Mix07"	"QC_Mix07_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix11_1_NEG.mzML"	"NEG"	"2020-01-28 17:09:49"	"Mix11"	"QC_Mix11_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix04_1_NEG.mzML"	"NEG"	"2020-01-28 17:18:35"	"Mix04"	"QC_Mix04_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix04_2_NEG.mzML"	"NEG"	"2020-01-28 17:30:22"	"Mix04"	"QC_Mix04_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix11_2_NEG.mzML"	"NEG"	"2020-01-28 17:39:07"	"Mix11"	"QC_Mix11_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix10_2_NEG.mzML"	"NEG"	"2020-01-28 17:47:52"	"Mix10"	"QC_Mix10_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix04_2_NEG.mzML"	"NEG"	"2020-01-28 17:56:37"	"Mix04"	"QC_Mix04_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix02_2_NEG.mzML"	"NEG"	"2020-01-28 18:05:23"	"Mix02"	"QC_Mix02_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix18_1_NEG.mzML"	"NEG"	"2020-01-28 18:17:10"	"Mix18"	"QC_Mix18_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix08_1_NEG.mzML"	"NEG"	"2020-01-28 18:25:56"	"Mix08"	"QC_Mix08_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix13_2_NEG.mzML"	"NEG"	"2020-01-28 18:34:40"	"Mix13"	"QC_Mix13_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix20_2_NEG.mzML"	"NEG"	"2020-01-28 18:43:26"	"Mix20"	"QC_Mix20_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix08_2_NEG.mzML"	"NEG"	"2020-01-28 18:52:12"	"Mix08"	"QC_Mix08_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix09_2_NEG.mzML"	"NEG"	"2020-01-28 19:04:00"	"Mix09"	"QC_Mix09_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix17_2_NEG.mzML"	"NEG"	"2020-01-28 19:12:46"	"Mix17"	"QC_Mix17_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix08_1_NEG.mzML"	"NEG"	"2020-01-28 19:21:31"	"Mix08"	"QC_Mix08_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix09_1_NEG.mzML"	"NEG"	"2020-01-28 19:30:17"	"Mix09"	"QC_Mix09_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix17_2_NEG.mzML"	"NEG"	"2020-01-28 19:39:02"	"Mix17"	"QC_Mix17_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix17_3_NEG.mzML"	"NEG"	"2020-01-28 19:50:50"	"Mix17"	"QC_Mix17_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix03_1_NEG.mzML"	"NEG"	"2020-01-28 19:59:35"	"Mix03"	"QC_Mix03_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix16_3_NEG.mzML"	"NEG"	"2020-01-28 20:08:20"	"Mix16"	"QC_Mix16_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix15_1_NEG.mzML"	"NEG"	"2020-01-28 20:17:05"	"Mix15"	"QC_Mix15_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix16_3_NEG.mzML"	"NEG"	"2020-01-28 20:25:51"	"Mix16"	"QC_Mix16_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix20_3_NEG.mzML"	"NEG"	"2020-01-28 20:37:39"	"Mix20"	"QC_Mix20_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix09_3_NEG.mzML"	"NEG"	"2020-01-28 20:46:24"	"Mix09"	"QC_Mix09_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix15_1_NEG.mzML"	"NEG"	"2020-01-28 20:55:10"	"Mix15"	"QC_Mix15_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix14_2_NEG.mzML"	"NEG"	"2020-01-28 21:03:55"	"Mix14"	"QC_Mix14_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix18_2_NEG.mzML"	"NEG"	"2020-01-28 21:12:41"	"Mix18"	"QC_Mix18_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix13_2_NEG.mzML"	"NEG"	"2020-01-28 21:24:29"	"Mix13"	"QC_Mix13_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix17_1_NEG.mzML"	"NEG"	"2020-01-28 21:33:14"	"Mix17"	"QC_Mix17_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix09_2_NEG.mzML"	"NEG"	"2020-01-28 21:42:00"	"Mix09"	"QC_Mix09_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix11_3_NEG.mzML"	"NEG"	"2020-01-28 21:50:45"	"Mix11"	"QC_Mix11_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix03_2_NEG.mzML"	"NEG"	"2020-01-28 21:59:31"	"Mix03"	"QC_Mix03_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix16_2_NEG.mzML"	"NEG"	"2020-01-28 22:11:19"	"Mix16"	"QC_Mix16_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix12_3_NEG.mzML"	"NEG"	"2020-01-28 22:20:04"	"Mix12"	"QC_Mix12_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix20_1_NEG.mzML"	"NEG"	"2020-01-28 22:28:49"	"Mix20"	"QC_Mix20_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix11_1_NEG.mzML"	"NEG"	"2020-01-28 22:37:35"	"Mix11"	"QC_Mix11_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix09_1_NEG.mzML"	"NEG"	"2020-01-28 22:46:20"	"Mix09"	"QC_Mix09_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix02_3_NEG.mzML"	"NEG"	"2020-01-28 22:58:08"	"Mix02"	"QC_Mix02_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix07_3_NEG.mzML"	"NEG"	"2020-01-28 23:06:53"	"Mix07"	"QC_Mix07_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix18_2_NEG.mzML"	"NEG"	"2020-01-28 23:15:38"	"Mix18"	"QC_Mix18_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix13_1_NEG.mzML"	"NEG"	"2020-01-28 23:24:24"	"Mix13"	"QC_Mix13_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix05_1_NEG.mzML"	"NEG"	"2020-01-28 23:33:09"	"Mix05"	"QC_Mix05_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix10_1_NEG.mzML"	"NEG"	"2020-01-28 23:44:57"	"Mix10"	"QC_Mix10_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix19_2_NEG.mzML"	"NEG"	"2020-01-28 23:53:42"	"Mix19"	"QC_Mix19_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix12_2_NEG.mzML"	"NEG"	"2020-01-29 00:02:27"	"Mix12"	"QC_Mix12_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix10_2_NEG.mzML"	"NEG"	"2020-01-29 00:11:13"	"Mix10"	"QC_Mix10_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix16_1_NEG.mzML"	"NEG"	"2020-01-29 00:19:59"	"Mix16"	"QC_Mix16_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix06_2_NEG.mzML"	"NEG"	"2020-01-29 00:31:46"	"Mix06"	"QC_Mix06_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix19_3_NEG.mzML"	"NEG"	"2020-01-29 00:40:31"	"Mix19"	"QC_Mix19_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix02_1_NEG.mzML"	"NEG"	"2020-01-29 00:49:17"	"Mix02"	"QC_Mix02_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix05_1_NEG.mzML"	"NEG"	"2020-01-29 00:58:02"	"Mix05"	"QC_Mix05_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix12_3_NEG.mzML"	"NEG"	"2020-01-29 01:06:47"	"Mix12"	"QC_Mix12_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix07_3_NEG.mzML"	"NEG"	"2020-01-29 01:18:35"	"Mix07"	"QC_Mix07_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix03_3_NEG.mzML"	"NEG"	"2020-01-29 01:27:21"	"Mix03"	"QC_Mix03_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix16_1_NEG.mzML"	"NEG"	"2020-01-29 01:36:05"	"Mix16"	"QC_Mix16_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix18_1_NEG.mzML"	"NEG"	"2020-01-29 01:44:51"	"Mix18"	"QC_Mix18_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix20_1_NEG.mzML"	"NEG"	"2020-01-29 01:53:36"	"Mix20"	"QC_Mix20_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix05_3_NEG.mzML"	"NEG"	"2020-01-29 02:05:23"	"Mix05"	"QC_Mix05_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix16_2_NEG.mzML"	"NEG"	"2020-01-29 02:14:08"	"Mix16"	"QC_Mix16_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix06_3_NEG.mzML"	"NEG"	"2020-01-29 02:22:54"	"Mix06"	"QC_Mix06_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix04_3_NEG.mzML"	"NEG"	"2020-01-29 02:31:40"	"Mix04"	"QC_Mix04_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix01_3_NEG.mzML"	"NEG"	"2020-01-29 02:40:25"	"Mix01"	"QC_Mix01_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix14_3_NEG.mzML"	"NEG"	"2020-01-29 02:52:11"	"Mix14"	"QC_Mix14_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix08_2_NEG.mzML"	"NEG"	"2020-01-29 03:00:57"	"Mix08"	"QC_Mix08_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix02_2_NEG.mzML"	"NEG"	"2020-01-29 03:09:42"	"Mix02"	"QC_Mix02_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix15_3_NEG.mzML"	"NEG"	"2020-01-29 03:18:27"	"Mix15"	"QC_Mix15_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix07_2_NEG.mzML"	"NEG"	"2020-01-29 03:27:12"	"Mix07"	"QC_Mix07_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix05_3_NEG.mzML"	"NEG"	"2020-01-29 03:38:59"	"Mix05"	"QC_Mix05_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix17_1_NEG.mzML"	"NEG"	"2020-01-29 03:47:44"	"Mix17"	"QC_Mix17_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix06_1_NEG.mzML"	"NEG"	"2020-01-29 03:56:30"	"Mix06"	"QC_Mix06_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix03_2_NEG.mzML"	"NEG"	"2020-01-29 04:05:15"	"Mix03"	"QC_Mix03_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix19_1_NEG.mzML"	"NEG"	"2020-01-29 04:13:59"	"Mix19"	"QC_Mix19_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix19_1_NEG.mzML"	"NEG"	"2020-01-29 04:25:47"	"Mix19"	"QC_Mix19_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix12_2_NEG.mzML"	"NEG"	"2020-01-29 04:34:33"	"Mix12"	"QC_Mix12_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix02_3_NEG.mzML"	"NEG"	"2020-01-29 04:43:18"	"Mix02"	"QC_Mix02_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix14_1_NEG.mzML"	"NEG"	"2020-01-29 04:52:03"	"Mix14"	"QC_Mix14_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix05_2_NEG.mzML"	"NEG"	"2020-01-29 05:00:49"	"Mix05"	"QC_Mix05_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix01_2_NEG.mzML"	"NEG"	"2020-01-29 05:12:36"	"Mix01"	"QC_Mix01_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix07_1_NEG.mzML"	"NEG"	"2020-01-29 05:21:21"	"Mix07"	"QC_Mix07_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix09_3_NEG.mzML"	"NEG"	"2020-01-29 05:30:06"	"Mix09"	"QC_Mix09_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix20_2_NEG.mzML"	"NEG"	"2020-01-29 05:38:51"	"Mix20"	"QC_Mix20_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix11_2_NEG.mzML"	"NEG"	"2020-01-29 05:47:36"	"Mix11"	"QC_Mix11_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix12_1_NEG.mzML"	"NEG"	"2020-01-29 05:59:24"	"Mix12"	"QC_Mix12_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix12_1_NEG.mzML"	"NEG"	"2020-01-29 06:08:10"	"Mix12"	"QC_Mix12_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix01_3_NEG.mzML"	"NEG"	"2020-01-29 06:16:55"	"Mix01"	"QC_Mix01_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix15_2_NEG.mzML"	"NEG"	"2020-01-29 06:25:40"	"Mix15"	"QC_Mix15_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix06_1_NEG.mzML"	"NEG"	"2020-01-29 06:34:26"	"Mix06"	"QC_Mix06_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix03_3_NEG.mzML"	"NEG"	"2020-01-29 06:46:13"	"Mix03"	"QC_Mix03_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix11_3_NEG.mzML"	"NEG"	"2020-01-29 06:54:59"	"Mix11"	"QC_Mix11_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix18_3_NEG.mzML"	"NEG"	"2020-01-29 07:03:44"	"Mix18"	"QC_Mix18_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix15_2_NEG.mzML"	"NEG"	"2020-01-29 07:12:30"	"Mix15"	"QC_Mix15_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix06_2_NEG.mzML"	"NEG"	"2020-01-29 07:21:15"	"Mix06"	"QC_Mix06_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix10_3_NEG.mzML"	"NEG"	"2020-01-29 07:33:03"	"Mix10"	"QC_Mix10_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix07_2_NEG.mzML"	"NEG"	"2020-01-29 07:41:49"	"Mix07"	"QC_Mix07_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix19_2_NEG.mzML"	"NEG"	"2020-01-29 07:50:34"	"Mix19"	"QC_Mix19_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix01_1_NEG.mzML"	"NEG"	"2020-01-29 07:59:20"	"Mix01"	"QC_Mix01_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix02_1_NEG.mzML"	"NEG"	"2020-01-29 08:08:05"	"Mix02"	"QC_Mix02_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix01_1_NEG.mzML"	"NEG"	"2020-01-29 08:19:52"	"Mix01"	"QC_Mix01_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix06_3_NEG.mzML"	"NEG"	"2020-01-29 08:28:36"	"Mix06"	"QC_Mix06_High"	"FS"
"2020/2020_01"	"QC_HighIS_Mix05_2_NEG.mzML"	"NEG"	"2020-01-29 08:37:21"	"Mix05"	"QC_Mix05_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix20_3_NEG.mzML"	"NEG"	"2020-01-29 08:46:06"	"Mix20"	"QC_Mix20_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix17_3_NEG.mzML"	"NEG"	"2020-01-29 08:54:52"	"Mix17"	"QC_Mix17_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix01_CE20_NEG.mzML"	"NEG"	"2020-01-29 09:06:41"	"Mix01"	"QC_Mix01_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix01_CE30_NEG.mzML"	"NEG"	"2020-01-29 09:15:28"	"Mix01"	"QC_Mix01_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix02_CE20_NEG.mzML"	"NEG"	"2020-01-29 09:24:16"	"Mix02"	"QC_Mix02_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix02_CE30_NEG.mzML"	"NEG"	"2020-01-29 09:33:04"	"Mix02"	"QC_Mix02_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix03_CE20_NEG.mzML"	"NEG"	"2020-01-29 09:41:52"	"Mix03"	"QC_Mix03_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix03_CE30_NEG.mzML"	"NEG"	"2020-01-29 09:53:40"	"Mix03"	"QC_Mix03_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix04_CE20_NEG.mzML"	"NEG"	"2020-01-29 10:02:28"	"Mix04"	"QC_Mix04_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix04_CE30_NEG.mzML"	"NEG"	"2020-01-29 10:11:16"	"Mix04"	"QC_Mix04_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix05_CE20_NEG.mzML"	"NEG"	"2020-01-29 10:20:04"	"Mix05"	"QC_Mix05_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix05_CE30_NEG.mzML"	"NEG"	"2020-01-29 10:28:52"	"Mix05"	"QC_Mix05_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix06_CE20_NEG.mzML"	"NEG"	"2020-01-29 10:40:40"	"Mix06"	"QC_Mix06_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix06_CE30_NEG.mzML"	"NEG"	"2020-01-29 10:49:28"	"Mix06"	"QC_Mix06_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix07_CE20_NEG.mzML"	"NEG"	"2020-01-29 10:58:16"	"Mix07"	"QC_Mix07_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix07_CE30_NEG.mzML"	"NEG"	"2020-01-29 11:07:05"	"Mix07"	"QC_Mix07_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix08_CE20_NEG.mzML"	"NEG"	"2020-01-29 11:15:53"	"Mix08"	"QC_Mix08_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix08_CE30_NEG.mzML"	"NEG"	"2020-01-29 11:27:41"	"Mix08"	"QC_Mix08_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix09_CE20_NEG.mzML"	"NEG"	"2020-01-29 11:36:30"	"Mix09"	"QC_Mix09_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix09_CE30_NEG.mzML"	"NEG"	"2020-01-29 11:45:18"	"Mix09"	"QC_Mix09_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix10_CE20_NEG.mzML"	"NEG"	"2020-01-29 11:54:07"	"Mix10"	"QC_Mix10_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix10_CE30_NEG.mzML"	"NEG"	"2020-01-29 12:02:55"	"Mix10"	"QC_Mix10_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix11_CE20_NEG.mzML"	"NEG"	"2020-01-29 12:14:44"	"Mix11"	"QC_Mix11_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix11_CE30_NEG.mzML"	"NEG"	"2020-01-29 12:23:32"	"Mix11"	"QC_Mix11_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix12_CE20_NEG.mzML"	"NEG"	"2020-01-29 12:32:21"	"Mix12"	"QC_Mix12_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix12_CE30_NEG.mzML"	"NEG"	"2020-01-29 12:41:10"	"Mix12"	"QC_Mix12_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix13_CE20_NEG.mzML"	"NEG"	"2020-01-29 12:49:59"	"Mix13"	"QC_Mix13_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix13_CE30_NEG.mzML"	"NEG"	"2020-01-29 13:01:49"	"Mix13"	"QC_Mix13_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix14_CE20_NEG.mzML"	"NEG"	"2020-01-29 13:10:38"	"Mix14"	"QC_Mix14_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix14_CE30_NEG.mzML"	"NEG"	"2020-01-29 13:19:27"	"Mix14"	"QC_Mix14_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix15_CE20_NEG.mzML"	"NEG"	"2020-01-29 13:28:16"	"Mix15"	"QC_Mix15_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix15_CE30_NEG.mzML"	"NEG"	"2020-01-29 13:37:05"	"Mix15"	"QC_Mix15_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix16_CE20_NEG.mzML"	"NEG"	"2020-01-29 13:48:54"	"Mix16"	"QC_Mix16_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix16_CE30_NEG.mzML"	"NEG"	"2020-01-29 13:57:43"	"Mix16"	"QC_Mix16_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix17_CE20_NEG.mzML"	"NEG"	"2020-01-29 14:06:32"	"Mix17"	"QC_Mix17_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix17_CE30_NEG.mzML"	"NEG"	"2020-01-29 14:15:21"	"Mix17"	"QC_Mix17_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix18_CE20_NEG.mzML"	"NEG"	"2020-01-29 14:24:11"	"Mix18"	"QC_Mix18_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix18_CE30_NEG.mzML"	"NEG"	"2020-01-29 14:36:00"	"Mix18"	"QC_Mix18_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix19_CE20_NEG.mzML"	"NEG"	"2020-01-29 14:44:50"	"Mix19"	"QC_Mix19_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix19_CE30_NEG.mzML"	"NEG"	"2020-01-29 14:53:39"	"Mix19"	"QC_Mix19_High"	"CE30"
"2020/2020_01"	"QC_HighIS_Mix20_CE20_NEG.mzML"	"NEG"	"2020-01-29 15:02:28"	"Mix20"	"QC_Mix20_High"	"CE20"
"2020/2020_01"	"QC_HighIS_Mix20_CE30_NEG.mzML"	"NEG"	"2020-01-29 15:11:18"	"Mix20"	"QC_Mix20_High"	"CE30"
