"folder"	"mzML"	"polarity"	"time"	"type"	"class"	"mode"
"2020/2020_01"	"HighIS_Mix20_1_NEG.mzML"	"NEG"	"2020-01-15 22:40:15"	"Mix20"	"Water_Mix20_High"	"FS"
"2020/2020_01"	"LowIS_Mix13_3_NEG.mzML"	"NEG"	"2020-01-15 22:49:01"	"Mix13"	"Water_Mix13_Low"	"FS"
"2020/2020_01"	"LowIS_Mix12_2_NEG.mzML"	"NEG"	"2020-01-15 22:57:46"	"Mix12"	"Water_Mix12_Low"	"FS"
"2020/2020_01"	"LowIS_Mix14_3_NEG.mzML"	"NEG"	"2020-01-15 23:06:32"	"Mix14"	"Water_Mix14_Low"	"FS"
"2020/2020_01"	"HighIS_Mix15_2_NEG.mzML"	"NEG"	"2020-01-15 23:15:18"	"Mix15"	"Water_Mix15_High"	"FS"
"2020/2020_01"	"LowIS_Mix02_2_NEG.mzML"	"NEG"	"2020-01-15 23:24:03"	"Mix02"	"Water_Mix02_Low"	"FS"
"2020/2020_01"	"LowIS_Mix19_2_NEG.mzML"	"NEG"	"2020-01-15 23:32:49"	"Mix19"	"Water_Mix19_Low"	"FS"
"2020/2020_01"	"LowIS_Mix10_3_NEG.mzML"	"NEG"	"2020-01-15 23:41:34"	"Mix10"	"Water_Mix10_Low"	"FS"
"2020/2020_01"	"HighIS_Mix17_3_NEG.mzML"	"NEG"	"2020-01-15 23:50:20"	"Mix17"	"Water_Mix17_High"	"FS"
"2020/2020_01"	"HighIS_Mix12_3_NEG.mzML"	"NEG"	"2020-01-15 23:59:05"	"Mix12"	"Water_Mix12_High"	"FS"
"2020/2020_01"	"LowIS_Mix09_1_NEG.mzML"	"NEG"	"2020-01-16 00:07:50"	"Mix09"	"Water_Mix09_Low"	"FS"
"2020/2020_01"	"LowIS_Mix12_3_NEG.mzML"	"NEG"	"2020-01-16 00:16:36"	"Mix12"	"Water_Mix12_Low"	"FS"
"2020/2020_01"	"HighIS_Mix03_1_NEG.mzML"	"NEG"	"2020-01-16 00:25:21"	"Mix03"	"Water_Mix03_High"	"FS"
"2020/2020_01"	"LowIS_Mix20_2_NEG.mzML"	"NEG"	"2020-01-16 00:34:06"	"Mix20"	"Water_Mix20_Low"	"FS"
"2020/2020_01"	"LowIS_Mix07_1_NEG.mzML"	"NEG"	"2020-01-16 00:42:51"	"Mix07"	"Water_Mix07_Low"	"FS"
"2020/2020_01"	"LowIS_Mix13_2_NEG.mzML"	"NEG"	"2020-01-16 00:51:37"	"Mix13"	"Water_Mix13_Low"	"FS"
"2020/2020_01"	"HighIS_Mix02_3_NEG.mzML"	"NEG"	"2020-01-16 01:00:23"	"Mix02"	"Water_Mix02_High"	"FS"
"2020/2020_01"	"LowIS_Mix16_3_NEG.mzML"	"NEG"	"2020-01-16 01:09:07"	"Mix16"	"Water_Mix16_Low"	"FS"
"2020/2020_01"	"LowIS_Mix07_3_NEG.mzML"	"NEG"	"2020-01-16 01:17:53"	"Mix07"	"Water_Mix07_Low"	"FS"
"2020/2020_01"	"HighIS_Mix14_1_NEG.mzML"	"NEG"	"2020-01-16 01:26:38"	"Mix14"	"Water_Mix14_High"	"FS"
"2020/2020_01"	"HighIS_Mix03_3_NEG.mzML"	"NEG"	"2020-01-16 01:35:24"	"Mix03"	"Water_Mix03_High"	"FS"
"2020/2020_01"	"HighIS_Mix11_2_NEG.mzML"	"NEG"	"2020-01-16 01:44:08"	"Mix11"	"Water_Mix11_High"	"FS"
"2020/2020_01"	"HighIS_Mix19_3_NEG.mzML"	"NEG"	"2020-01-16 01:52:54"	"Mix19"	"Water_Mix19_High"	"FS"
"2020/2020_01"	"HighIS_Mix06_2_NEG.mzML"	"NEG"	"2020-01-16 02:01:39"	"Mix06"	"Water_Mix06_High"	"FS"
"2020/2020_01"	"HighIS_Mix18_3_NEG.mzML"	"NEG"	"2020-01-16 02:10:24"	"Mix18"	"Water_Mix18_High"	"FS"
"2020/2020_01"	"LowIS_Mix07_2_NEG.mzML"	"NEG"	"2020-01-16 02:19:09"	"Mix07"	"Water_Mix07_Low"	"FS"
"2020/2020_01"	"LowIS_Mix19_3_NEG.mzML"	"NEG"	"2020-01-16 02:27:55"	"Mix19"	"Water_Mix19_Low"	"FS"
"2020/2020_01"	"LowIS_Mix02_3_NEG.mzML"	"NEG"	"2020-01-16 02:36:40"	"Mix02"	"Water_Mix02_Low"	"FS"
"2020/2020_01"	"LowIS_Mix08_2_NEG.mzML"	"NEG"	"2020-01-16 02:45:25"	"Mix08"	"Water_Mix08_Low"	"FS"
"2020/2020_01"	"LowIS_Mix04_1_NEG.mzML"	"NEG"	"2020-01-16 02:54:11"	"Mix04"	"Water_Mix04_Low"	"FS"
"2020/2020_01"	"HighIS_Mix08_1_NEG.mzML"	"NEG"	"2020-01-16 03:02:56"	"Mix08"	"Water_Mix08_High"	"FS"
"2020/2020_01"	"HighIS_Mix12_2_NEG.mzML"	"NEG"	"2020-01-16 03:11:41"	"Mix12"	"Water_Mix12_High"	"FS"
"2020/2020_01"	"LowIS_Mix14_2_NEG.mzML"	"NEG"	"2020-01-16 03:20:27"	"Mix14"	"Water_Mix14_Low"	"FS"
"2020/2020_01"	"HighIS_Mix10_2_NEG.mzML"	"NEG"	"2020-01-16 03:29:12"	"Mix10"	"Water_Mix10_High"	"FS"
"2020/2020_01"	"HighIS_Mix01_3_NEG.mzML"	"NEG"	"2020-01-16 03:37:57"	"Mix01"	"Water_Mix01_High"	"FS"
"2020/2020_01"	"LowIS_Mix11_2_NEG.mzML"	"NEG"	"2020-01-16 03:46:42"	"Mix11"	"Water_Mix11_Low"	"FS"
"2020/2020_01"	"HighIS_Mix04_1_NEG.mzML"	"NEG"	"2020-01-16 03:55:28"	"Mix04"	"Water_Mix04_High"	"FS"
"2020/2020_01"	"HighIS_Mix09_1_NEG.mzML"	"NEG"	"2020-01-16 04:04:13"	"Mix09"	"Water_Mix09_High"	"FS"
"2020/2020_01"	"HighIS_Mix02_2_NEG.mzML"	"NEG"	"2020-01-16 04:12:58"	"Mix02"	"Water_Mix02_High"	"FS"
"2020/2020_01"	"HighIS_Mix02_1_NEG.mzML"	"NEG"	"2020-01-16 04:21:42"	"Mix02"	"Water_Mix02_High"	"FS"
"2020/2020_01"	"LowIS_Mix06_1_NEG.mzML"	"NEG"	"2020-01-16 04:30:27"	"Mix06"	"Water_Mix06_Low"	"FS"
"2020/2020_01"	"LowIS_Mix05_3_NEG.mzML"	"NEG"	"2020-01-16 04:39:12"	"Mix05"	"Water_Mix05_Low"	"FS"
"2020/2020_01"	"LowIS_Mix01_2_NEG.mzML"	"NEG"	"2020-01-16 04:47:57"	"Mix01"	"Water_Mix01_Low"	"FS"
"2020/2020_01"	"HighIS_Mix09_3_NEG.mzML"	"NEG"	"2020-01-16 04:56:43"	"Mix09"	"Water_Mix09_High"	"FS"
"2020/2020_01"	"LowIS_Mix17_1_NEG.mzML"	"NEG"	"2020-01-16 05:05:27"	"Mix17"	"Water_Mix17_Low"	"FS"
"2020/2020_01"	"HighIS_Mix16_1_NEG.mzML"	"NEG"	"2020-01-16 05:14:13"	"Mix16"	"Water_Mix16_High"	"FS"
"2020/2020_01"	"LowIS_Mix11_3_NEG.mzML"	"NEG"	"2020-01-16 05:22:58"	"Mix11"	"Water_Mix11_Low"	"FS"
"2020/2020_01"	"LowIS_Mix10_2_NEG.mzML"	"NEG"	"2020-01-16 05:31:44"	"Mix10"	"Water_Mix10_Low"	"FS"
"2020/2020_01"	"HighIS_Mix05_2_NEG.mzML"	"NEG"	"2020-01-16 05:40:30"	"Mix05"	"Water_Mix05_High"	"FS"
"2020/2020_01"	"HighIS_Mix14_2_NEG.mzML"	"NEG"	"2020-01-16 05:49:15"	"Mix14"	"Water_Mix14_High"	"FS"
"2020/2020_01"	"LowIS_Mix14_1_NEG.mzML"	"NEG"	"2020-01-16 05:58:00"	"Mix14"	"Water_Mix14_Low"	"FS"
"2020/2020_01"	"HighIS_Mix08_3_NEG.mzML"	"NEG"	"2020-01-16 06:06:46"	"Mix08"	"Water_Mix08_High"	"FS"
"2020/2020_01"	"HighIS_Mix13_1_NEG.mzML"	"NEG"	"2020-01-16 06:15:31"	"Mix13"	"Water_Mix13_High"	"FS"
"2020/2020_01"	"HighIS_Mix16_2_NEG.mzML"	"NEG"	"2020-01-16 06:24:16"	"Mix16"	"Water_Mix16_High"	"FS"
"2020/2020_01"	"HighIS_Mix08_2_NEG.mzML"	"NEG"	"2020-01-16 06:33:02"	"Mix08"	"Water_Mix08_High"	"FS"
"2020/2020_01"	"HighIS_Mix16_3_NEG.mzML"	"NEG"	"2020-01-16 06:41:47"	"Mix16"	"Water_Mix16_High"	"FS"
"2020/2020_01"	"HighIS_Mix19_2_NEG.mzML"	"NEG"	"2020-01-16 06:50:32"	"Mix19"	"Water_Mix19_High"	"FS"
"2020/2020_01"	"LowIS_Mix12_1_NEG.mzML"	"NEG"	"2020-01-16 06:59:18"	"Mix12"	"Water_Mix12_Low"	"FS"
"2020/2020_01"	"LowIS_Mix18_2_NEG.mzML"	"NEG"	"2020-01-16 07:08:04"	"Mix18"	"Water_Mix18_Low"	"FS"
"2020/2020_01"	"HighIS_Mix14_3_NEG.mzML"	"NEG"	"2020-01-16 07:16:50"	"Mix14"	"Water_Mix14_High"	"FS"
"2020/2020_01"	"HighIS_Mix18_1_NEG.mzML"	"NEG"	"2020-01-16 07:25:35"	"Mix18"	"Water_Mix18_High"	"FS"
"2020/2020_01"	"HighIS_Mix01_1_NEG.mzML"	"NEG"	"2020-01-16 07:34:20"	"Mix01"	"Water_Mix01_High"	"FS"
"2020/2020_01"	"LowIS_Mix01_1_NEG.mzML"	"NEG"	"2020-01-16 07:43:05"	"Mix01"	"Water_Mix01_Low"	"FS"
"2020/2020_01"	"LowIS_Mix16_2_NEG.mzML"	"NEG"	"2020-01-16 07:51:50"	"Mix16"	"Water_Mix16_Low"	"FS"
"2020/2020_01"	"HighIS_Mix03_2_NEG.mzML"	"NEG"	"2020-01-16 08:00:36"	"Mix03"	"Water_Mix03_High"	"FS"
"2020/2020_01"	"LowIS_Mix10_1_NEG.mzML"	"NEG"	"2020-01-16 08:09:20"	"Mix10"	"Water_Mix10_Low"	"FS"
"2020/2020_01"	"HighIS_Mix07_1_NEG.mzML"	"NEG"	"2020-01-16 08:18:06"	"Mix07"	"Water_Mix07_High"	"FS"
"2020/2020_01"	"HighIS_Mix07_2_NEG.mzML"	"NEG"	"2020-01-16 08:26:51"	"Mix07"	"Water_Mix07_High"	"FS"
"2020/2020_01"	"LowIS_Mix05_2_NEG.mzML"	"NEG"	"2020-01-16 08:35:35"	"Mix05"	"Water_Mix05_Low"	"FS"
"2020/2020_01"	"HighIS_Mix06_1_NEG.mzML"	"NEG"	"2020-01-16 08:44:21"	"Mix06"	"Water_Mix06_High"	"FS"
"2020/2020_01"	"LowIS_Mix11_1_NEG.mzML"	"NEG"	"2020-01-16 08:53:06"	"Mix11"	"Water_Mix11_Low"	"FS"
"2020/2020_01"	"HighIS_Mix12_1_NEG.mzML"	"NEG"	"2020-01-16 09:01:51"	"Mix12"	"Water_Mix12_High"	"FS"
"2020/2020_01"	"HighIS_Mix11_1_NEG.mzML"	"NEG"	"2020-01-16 09:10:37"	"Mix11"	"Water_Mix11_High"	"FS"
"2020/2020_01"	"LowIS_Mix03_1_NEG.mzML"	"NEG"	"2020-01-16 09:19:22"	"Mix03"	"Water_Mix03_Low"	"FS"
"2020/2020_01"	"HighIS_Mix19_1_NEG.mzML"	"NEG"	"2020-01-16 09:28:07"	"Mix19"	"Water_Mix19_High"	"FS"
"2020/2020_01"	"LowIS_Mix04_3_NEG.mzML"	"NEG"	"2020-01-16 09:36:53"	"Mix04"	"Water_Mix04_Low"	"FS"
"2020/2020_01"	"HighIS_Mix06_3_NEG.mzML"	"NEG"	"2020-01-16 09:45:38"	"Mix06"	"Water_Mix06_High"	"FS"
"2020/2020_01"	"HighIS_Mix15_3_NEG.mzML"	"NEG"	"2020-01-16 09:54:23"	"Mix15"	"Water_Mix15_High"	"FS"
"2020/2020_01"	"LowIS_Mix03_2_NEG.mzML"	"NEG"	"2020-01-16 10:03:08"	"Mix03"	"Water_Mix03_Low"	"FS"
"2020/2020_01"	"LowIS_Mix18_1_NEG.mzML"	"NEG"	"2020-01-16 10:11:54"	"Mix18"	"Water_Mix18_Low"	"FS"
"2020/2020_01"	"HighIS_Mix17_1_NEG.mzML"	"NEG"	"2020-01-16 10:20:39"	"Mix17"	"Water_Mix17_High"	"FS"
"2020/2020_01"	"LowIS_Mix09_2_NEG.mzML"	"NEG"	"2020-01-16 10:29:24"	"Mix09"	"Water_Mix09_Low"	"FS"
"2020/2020_01"	"LowIS_Mix08_1_NEG.mzML"	"NEG"	"2020-01-16 10:38:10"	"Mix08"	"Water_Mix08_Low"	"FS"
"2020/2020_01"	"HighIS_Mix10_1_NEG.mzML"	"NEG"	"2020-01-16 10:46:55"	"Mix10"	"Water_Mix10_High"	"FS"
"2020/2020_01"	"LowIS_Mix17_2_NEG.mzML"	"NEG"	"2020-01-16 10:55:40"	"Mix17"	"Water_Mix17_Low"	"FS"
"2020/2020_01"	"LowIS_Mix01_3_NEG.mzML"	"NEG"	"2020-01-16 11:04:25"	"Mix01"	"Water_Mix01_Low"	"FS"
"2020/2020_01"	"LowIS_Mix04_2_NEG.mzML"	"NEG"	"2020-01-16 11:13:10"	"Mix04"	"Water_Mix04_Low"	"FS"
"2020/2020_01"	"LowIS_Mix15_3_NEG.mzML"	"NEG"	"2020-01-16 11:21:56"	"Mix15"	"Water_Mix15_Low"	"FS"
"2020/2020_01"	"HighIS_Mix11_3_NEG.mzML"	"NEG"	"2020-01-16 11:30:41"	"Mix11"	"Water_Mix11_High"	"FS"
"2020/2020_01"	"LowIS_Mix17_3_NEG.mzML"	"NEG"	"2020-01-16 11:39:26"	"Mix17"	"Water_Mix17_Low"	"FS"
"2020/2020_01"	"LowIS_Mix20_3_NEG.mzML"	"NEG"	"2020-01-16 11:48:12"	"Mix20"	"Water_Mix20_Low"	"FS"
"2020/2020_01"	"HighIS_Mix07_3_NEG.mzML"	"NEG"	"2020-01-16 11:56:58"	"Mix07"	"Water_Mix07_High"	"FS"
"2020/2020_01"	"LowIS_Mix08_3_NEG.mzML"	"NEG"	"2020-01-16 12:05:42"	"Mix08"	"Water_Mix08_Low"	"FS"
"2020/2020_01"	"LowIS_Mix18_3_NEG.mzML"	"NEG"	"2020-01-16 12:14:28"	"Mix18"	"Water_Mix18_Low"	"FS"
"2020/2020_01"	"HighIS_Mix20_2_NEG.mzML"	"NEG"	"2020-01-16 12:23:14"	"Mix20"	"Water_Mix20_High"	"FS"
"2020/2020_01"	"LowIS_Mix13_1_NEG.mzML"	"NEG"	"2020-01-16 12:32:00"	"Mix13"	"Water_Mix13_Low"	"FS"
"2020/2020_01"	"LowIS_Mix09_3_NEG.mzML"	"NEG"	"2020-01-16 12:40:46"	"Mix09"	"Water_Mix09_Low"	"FS"
"2020/2020_01"	"LowIS_Mix19_1_NEG.mzML"	"NEG"	"2020-01-16 12:49:31"	"Mix19"	"Water_Mix19_Low"	"FS"
"2020/2020_01"	"HighIS_Mix01_2_NEG.mzML"	"NEG"	"2020-01-16 12:58:17"	"Mix01"	"Water_Mix01_High"	"FS"
"2020/2020_01"	"HighIS_Mix05_1_NEG.mzML"	"NEG"	"2020-01-16 13:07:01"	"Mix05"	"Water_Mix05_High"	"FS"
"2020/2020_01"	"LowIS_Mix05_1_NEG.mzML"	"NEG"	"2020-01-16 13:15:46"	"Mix05"	"Water_Mix05_Low"	"FS"
"2020/2020_01"	"HighIS_Mix18_2_NEG.mzML"	"NEG"	"2020-01-16 13:24:31"	"Mix18"	"Water_Mix18_High"	"FS"
"2020/2020_01"	"HighIS_Mix17_2_NEG.mzML"	"NEG"	"2020-01-16 13:33:17"	"Mix17"	"Water_Mix17_High"	"FS"
"2020/2020_01"	"LowIS_Mix03_3_NEG.mzML"	"NEG"	"2020-01-16 13:42:02"	"Mix03"	"Water_Mix03_Low"	"FS"
"2020/2020_01"	"LowIS_Mix02_1_NEG.mzML"	"NEG"	"2020-01-16 13:50:47"	"Mix02"	"Water_Mix02_Low"	"FS"
"2020/2020_01"	"LowIS_Mix20_1_NEG.mzML"	"NEG"	"2020-01-16 13:59:32"	"Mix20"	"Water_Mix20_Low"	"FS"
"2020/2020_01"	"HighIS_Mix10_3_NEG.mzML"	"NEG"	"2020-01-16 14:08:17"	"Mix10"	"Water_Mix10_High"	"FS"
"2020/2020_01"	"HighIS_Mix04_2_NEG.mzML"	"NEG"	"2020-01-16 14:17:02"	"Mix04"	"Water_Mix04_High"	"FS"
"2020/2020_01"	"LowIS_Mix06_2_NEG.mzML"	"NEG"	"2020-01-16 14:25:47"	"Mix06"	"Water_Mix06_Low"	"FS"
"2020/2020_01"	"LowIS_Mix15_2_NEG.mzML"	"NEG"	"2020-01-16 14:34:33"	"Mix15"	"Water_Mix15_Low"	"FS"
"2020/2020_01"	"LowIS_Mix15_1_NEG.mzML"	"NEG"	"2020-01-16 14:43:18"	"Mix15"	"Water_Mix15_Low"	"FS"
"2020/2020_01"	"HighIS_Mix15_1_NEG.mzML"	"NEG"	"2020-01-16 14:52:03"	"Mix15"	"Water_Mix15_High"	"FS"
"2020/2020_01"	"HighIS_Mix04_3_NEG.mzML"	"NEG"	"2020-01-16 15:00:49"	"Mix04"	"Water_Mix04_High"	"FS"
"2020/2020_01"	"HighIS_Mix20_3_NEG.mzML"	"NEG"	"2020-01-16 15:09:34"	"Mix20"	"Water_Mix20_High"	"FS"
"2020/2020_01"	"LowIS_Mix16_1_NEG.mzML"	"NEG"	"2020-01-16 15:18:21"	"Mix16"	"Water_Mix16_Low"	"FS"
"2020/2020_01"	"HighIS_Mix05_3_NEG.mzML"	"NEG"	"2020-01-16 15:27:06"	"Mix05"	"Water_Mix05_High"	"FS"
"2020/2020_01"	"HighIS_Mix13_2_NEG.mzML"	"NEG"	"2020-01-16 15:35:51"	"Mix13"	"Water_Mix13_High"	"FS"
"2020/2020_01"	"HighIS_Mix01_CE20_NEG.mzML"	"NEG"	"2020-01-16 15:47:51"	"Mix01"	"Water_Mix01_High"	"CE20"
"2020/2020_01"	"HighIS_Mix01_CE20_NEG_c.mzML"	"c"	"2020-01-16 15:47:51"	"Mix01"	"Water_Mix01_High"	"CE20"
"2020/2020_01"	"HighIS_Mix01_CE30_NEG.mzML"	"NEG"	"2020-01-16 15:56:39"	"Mix01"	"Water_Mix01_High"	"CE30"
"2020/2020_01"	"HighIS_Mix02_CE20_NEG.mzML"	"NEG"	"2020-01-16 16:05:27"	"Mix02"	"Water_Mix02_High"	"CE20"
"2020/2020_01"	"HighIS_Mix02_CE30_NEG.mzML"	"NEG"	"2020-01-16 16:14:15"	"Mix02"	"Water_Mix02_High"	"CE30"
"2020/2020_01"	"HighIS_Mix03_CE20_NEG.mzML"	"NEG"	"2020-01-16 16:23:03"	"Mix03"	"Water_Mix03_High"	"CE20"
"2020/2020_01"	"HighIS_Mix03_CE30_NEG.mzML"	"NEG"	"2020-01-16 16:34:51"	"Mix03"	"Water_Mix03_High"	"CE30"
"2020/2020_01"	"HighIS_Mix04_CE20_NEG.mzML"	"NEG"	"2020-01-16 16:43:40"	"Mix04"	"Water_Mix04_High"	"CE20"
"2020/2020_01"	"HighIS_Mix04_CE30_NEG.mzML"	"NEG"	"2020-01-16 16:52:28"	"Mix04"	"Water_Mix04_High"	"CE30"
"2020/2020_01"	"HighIS_Mix05_CE20_NEG.mzML"	"NEG"	"2020-01-16 17:01:16"	"Mix05"	"Water_Mix05_High"	"CE20"
"2020/2020_01"	"HighIS_Mix05_CE30_NEG.mzML"	"NEG"	"2020-01-16 17:10:04"	"Mix05"	"Water_Mix05_High"	"CE30"
"2020/2020_01"	"HighIS_Mix06_CE20_NEG.mzML"	"NEG"	"2020-01-16 17:21:55"	"Mix06"	"Water_Mix06_High"	"CE20"
"2020/2020_01"	"HighIS_Mix06_CE30_NEG.mzML"	"NEG"	"2020-01-16 17:30:43"	"Mix06"	"Water_Mix06_High"	"CE30"
"2020/2020_01"	"HighIS_Mix07_CE20_NEG.mzML"	"NEG"	"2020-01-16 17:39:32"	"Mix07"	"Water_Mix07_High"	"CE20"
"2020/2020_01"	"HighIS_Mix07_CE30_NEG.mzML"	"NEG"	"2020-01-16 17:48:20"	"Mix07"	"Water_Mix07_High"	"CE30"
"2020/2020_01"	"HighIS_Mix08_CE20_NEG.mzML"	"NEG"	"2020-01-16 17:57:08"	"Mix08"	"Water_Mix08_High"	"CE20"
"2020/2020_01"	"HighIS_Mix08_CE30_NEG.mzML"	"NEG"	"2020-01-16 18:08:56"	"Mix08"	"Water_Mix08_High"	"CE30"
"2020/2020_01"	"HighIS_Mix09_CE20_NEG.mzML"	"NEG"	"2020-01-16 18:17:43"	"Mix09"	"Water_Mix09_High"	"CE20"
"2020/2020_01"	"HighIS_Mix09_CE30_NEG.mzML"	"NEG"	"2020-01-16 18:26:32"	"Mix09"	"Water_Mix09_High"	"CE30"
"2020/2020_01"	"HighIS_Mix10_CE20_NEG.mzML"	"NEG"	"2020-01-16 18:35:20"	"Mix10"	"Water_Mix10_High"	"CE20"
"2020/2020_01"	"HighIS_Mix10_CE30_NEG.mzML"	"NEG"	"2020-01-16 18:44:08"	"Mix10"	"Water_Mix10_High"	"CE30"
"2020/2020_01"	"HighIS_Mix11_CE20_NEG.mzML"	"NEG"	"2020-01-16 18:55:56"	"Mix11"	"Water_Mix11_High"	"CE20"
"2020/2020_01"	"HighIS_Mix11_CE30_NEG.mzML"	"NEG"	"2020-01-16 19:04:45"	"Mix11"	"Water_Mix11_High"	"CE30"
"2020/2020_01"	"HighIS_Mix12_CE20_NEG.mzML"	"NEG"	"2020-01-16 19:13:34"	"Mix12"	"Water_Mix12_High"	"CE20"
"2020/2020_01"	"HighIS_Mix12_CE30_NEG.mzML"	"NEG"	"2020-01-16 19:22:23"	"Mix12"	"Water_Mix12_High"	"CE30"
"2020/2020_01"	"HighIS_Mix13_CE20_NEG.mzML"	"NEG"	"2020-01-16 19:31:12"	"Mix13"	"Water_Mix13_High"	"CE20"
"2020/2020_01"	"HighIS_Mix13_CE30_NEG.mzML"	"NEG"	"2020-01-16 19:43:04"	"Mix13"	"Water_Mix13_High"	"CE30"
"2020/2020_01"	"HighIS_Mix14_CE20_NEG.mzML"	"NEG"	"2020-01-16 19:51:53"	"Mix14"	"Water_Mix14_High"	"CE20"
"2020/2020_01"	"HighIS_Mix14_CE30_NEG.mzML"	"NEG"	"2020-01-16 20:00:42"	"Mix14"	"Water_Mix14_High"	"CE30"
"2020/2020_01"	"HighIS_Mix15_CE20_NEG.mzML"	"NEG"	"2020-01-16 20:09:31"	"Mix15"	"Water_Mix15_High"	"CE20"
"2020/2020_01"	"HighIS_Mix15_CE30_NEG.mzML"	"NEG"	"2020-01-16 20:18:20"	"Mix15"	"Water_Mix15_High"	"CE30"
"2020/2020_01"	"HighIS_Mix16_CE20_NEG.mzML"	"NEG"	"2020-01-16 20:30:09"	"Mix16"	"Water_Mix16_High"	"CE20"
"2020/2020_01"	"HighIS_Mix16_CE30_NEG.mzML"	"NEG"	"2020-01-16 20:38:58"	"Mix16"	"Water_Mix16_High"	"CE30"
"2020/2020_01"	"HighIS_Mix17_CE20_NEG.mzML"	"NEG"	"2020-01-16 20:47:48"	"Mix17"	"Water_Mix17_High"	"CE20"
"2020/2020_01"	"HighIS_Mix17_CE30_NEG.mzML"	"NEG"	"2020-01-16 20:56:37"	"Mix17"	"Water_Mix17_High"	"CE30"
"2020/2020_01"	"HighIS_Mix18_CE20_NEG.mzML"	"NEG"	"2020-01-16 21:05:26"	"Mix18"	"Water_Mix18_High"	"CE20"
"2020/2020_01"	"HighIS_Mix18_CE30_NEG.mzML"	"NEG"	"2020-01-16 21:17:15"	"Mix18"	"Water_Mix18_High"	"CE30"
"2020/2020_01"	"HighIS_Mix19_CE20_NEG.mzML"	"NEG"	"2020-01-16 21:26:05"	"Mix19"	"Water_Mix19_High"	"CE20"
"2020/2020_01"	"HighIS_Mix19_CE30_NEG.mzML"	"NEG"	"2020-01-16 21:34:54"	"Mix19"	"Water_Mix19_High"	"CE30"
"2020/2020_01"	"HighIS_Mix20_CE20_NEG.mzML"	"NEG"	"2020-01-16 21:43:43"	"Mix20"	"Water_Mix20_High"	"CE20"
"2020/2020_01"	"HighIS_Mix20_CE30_NEG.mzML"	"NEG"	"2020-01-16 21:52:32"	"Mix20"	"Water_Mix20_High"	"CE30"
"2020/2020_01"	"Blank01_QC_1_POS.mzML"	"POS"	"2020-01-17 11:23:25"	"Blank_QC"	"Water_QC_Blank01"	"FS"
"2020/2020_01"	"Blank02_QC_1_POS.mzML"	"POS"	"2020-01-17 11:32:11"	"Blank_QC"	"Water_QC_Blank02"	"FS"
"2020/2020_01"	"Blank03_QC_1_POS.mzML"	"POS"	"2020-01-17 11:40:56"	"Blank_QC"	"Water_QC_Blank03"	"FS"
"2020/2020_01"	"Blank01_QC_2_POS.mzML"	"POS"	"2020-01-17 11:49:42"	"Blank_QC"	"Water_QC_Blank01"	"FS"
"2020/2020_01"	"Blank02_QC_2_POS.mzML"	"POS"	"2020-01-17 11:58:28"	"Blank_QC"	"Water_QC_Blank02"	"FS"
"2020/2020_01"	"Blank03_QC_2_POS.mzML"	"POS"	"2020-01-17 12:10:17"	"Blank_QC"	"Water_QC_Blank03"	"FS"
"2020/2020_01"	"Blank01_QC_3_POS.mzML"	"POS"	"2020-01-17 12:19:02"	"Blank_QC"	"Water_QC_Blank01"	"FS"
"2020/2020_01"	"Blank02_QC_3_POS.mzML"	"POS"	"2020-01-17 12:27:48"	"Blank_QC"	"Water_QC_Blank02"	"FS"
"2020/2020_01"	"Blank03_QC_3_POS.mzML"	"POS"	"2020-01-17 12:36:34"	"Blank_QC"	"Water_QC_Blank03"	"FS"
"2020/2020_01"	"Blank01_QC_4_POS.mzML"	"POS"	"2020-01-17 12:45:21"	"Blank_QC"	"Water_QC_Blank01"	"FS"
"2020/2020_01"	"Blank02_QC_4_POS.mzML"	"POS"	"2020-01-17 12:57:09"	"Blank_QC"	"Water_QC_Blank02"	"FS"
"2020/2020_01"	"Blank03_QC_4_POS.mzML"	"POS"	"2020-01-17 13:05:55"	"Blank_QC"	"Water_QC_Blank03"	"FS"
"2020/2020_01"	"Blank01_QC_5_POS.mzML"	"POS"	"2020-01-17 13:14:41"	"Blank_QC"	"Water_QC_Blank01"	"FS"
"2020/2020_01"	"Blank02_QC_5_POS.mzML"	"POS"	"2020-01-17 13:23:27"	"Blank_QC"	"Water_QC_Blank02"	"FS"
"2020/2020_01"	"Blank03_QC_5_POS.mzML"	"POS"	"2020-01-17 13:32:13"	"Blank_QC"	"Water_QC_Blank03"	"FS"
"2020/2020_01"	"QC_LowIS_Mix14_2_POS.mzML"	"POS"	"2020-01-17 13:47:01"	"Mix14"	"QC_Mix14_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix04_3_POS.mzML"	"POS"	"2020-01-17 13:55:47"	"Mix04"	"QC_Mix04_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix10_1_POS.mzML"	"POS"	"2020-01-17 14:04:31"	"Mix10"	"QC_Mix10_Low"	"FS"
"2020/2020_01"	"QC_LowIS_Mix15_3_POS.mzML"	"POS"	"2020-01-17 14:13:17"	"Mix15"	"QC_Mix15_Low"	"FS"
"2020/2020_01"	"QC_HighIS_Mix19_3_POS.mzML"	"POS"	"2020-01-17 14:22:03"	"Mix19"	"QC_Mix19_High"	"FS"
"2020/2020_01"	"QC_LowIS_Mix13_1_POS.mzML"	"POS"	"2020-01-17 14:33:51"	"Mix13"	"QC_Mix13_Low"	"FS"
